Hardness (HVN),IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
594,0,0,0.07,0,0,0,0.141,0.141,0.141,0.141,0,0,0,0,0,0,0,0,0,0,0.141,0,0,0,0,0,0,0,0.225,0,0,0,0
597,0,0,0.069,0,0,0,0.137,0.137,0.137,0.137,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0.246,0,0,0,0
587,0,0,0.067,0,0,0,0.133,0.133,0.133,0.133,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0.267,0,0,0,0
472,0,0,0.167,0,0,0,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
578,1,0,0.167,0,0,0,0.167,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0,0
536,0,0,0.2,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
682,0,0,0.167,0,0,0,0.167,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0.167,0,0,0,0,0,0,0,0
626,0,0,0.167,0,0,0,0.167,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0,0
472,1,0,0.167,0,0,0,0.167,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0.167
208,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0.199,0,0.199,0.199,0,0,0,0,0,0.199,0,0,0,0,0.199,0,0,0,0,0.006,0,0,0,0,0,0,0
205,1,0,0,0,0,0,0.198,0,0.198,0.198,0,0,0,0,0,0.198,0,0,0,0,0.198,0,0,0,0,0.01,0,0,0,0,0,0,0
219,1,0,0,0,0,0,0.197,0,0.197,0.197,0,0,0,0,0,0.197,0,0,0,0,0.197,0,0,0,0,0.016,0,0,0,0,0,0,0
253,1,0,0,0,0,0,0.196,0,0.196,0.196,0,0,0,0,0,0.196,0,0,0,0,0.196,0,0,0,0,0.02,0,0,0,0,0,0,0
319,1,0,0,0,0,0,0.192,0,0.192,0.192,0,0,0,0,0,0.192,0,0,0,0,0.192,0,0,0,0,0.038,0,0,0,0,0,0,0
495,0,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
496,0,0,0.217,0,0,0,0,0.217,0.217,0.217,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0
486,0,0,0.208,0,0,0,0,0.208,0.208,0.208,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0.192,0,0,0,0,0.192,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0
367,0,0,0.185,0,0,0,0,0.185,0.185,0.185,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
516,0,0,0.225,0,0,0,0,0,0.2,0.15,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.225,0,0,0,0,0
516,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0
537,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0
591,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0.2,0,0,0,0.3,0,0,0,0,0
500,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.16,0.28,0.04,0,0,0,0.26
490,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.28,0,0,0,0,0.26
500,0,0,0.08,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
530,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.16,0.3,0.04,0,0,0,0.2
591,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0.2
408,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.1,0.3,0,0,0,0,0.1
353,0,0,0.057,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0.189,0.189,0,0,0,0,0.189
396,0,0,0.091,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0.182,0.182,0,0,0,0,0.182
427,0,0,0.13,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0,0,0.174,0,0,0,0,0,0,0,0.174,0.174,0,0,0,0,0.174
441,1,0,0.167,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0.167,0.167,0,0,0,0,0.167
295,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
460,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0.235,0,0,0,0,0,0,0,0,0.235,0.235,0,0,0,0
487,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0,0,0.222,0.222,0,0,0,0
517,0,0,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0,0,0,0,0,0,0,0,0.211,0.211,0,0,0,0
537,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0
448,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0
540,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0.2
482,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2
418,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0.2
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25
395,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.048,0,0.19,0,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0.19
480,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0.091,0,0.182,0,0,0,0,0,0,0,0.182,0.182,0,0,0,0,0.182
492,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0.13,0,0.174,0,0,0,0,0,0,0,0.174,0.174,0,0,0,0,0.174
505,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0.167,0.167,0,0,0,0,0.167
542,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
301,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.125,0.375,0,0,0,0,0.25
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0
267,1,0,0,0,0,0,0.238,0,0,0.238,0,0,0,0,0,0,0.048,0,0,0,0.238,0,0,0,0,0,0,0,0.238,0,0,0,0
402,1,0,0,0,0,0,0.227,0,0,0.227,0,0,0,0,0,0,0.091,0,0,0,0.227,0,0,0,0,0,0,0,0.227,0,0,0,0
557,1,0,0,0,0,0,0.217,0,0,0.217,0,0,0,0,0,0,0.13,0,0,0,0.217,0,0,0,0,0,0,0,0.217,0,0,0,0
606,1,0,0,0,0,0,0.208,0,0,0.208,0,0,0,0,0,0,0.167,0,0,0,0.208,0,0,0,0,0,0,0,0.208,0,0,0,0
602,1,0,0,0,0,0,0.192,0,0,0.192,0,0,0,0,0,0,0.192,0,0,0,0.231,0,0,0,0,0,0,0,0.192,0,0,0,0
538,1,0,0,0,0,0,0.185,0,0,0.185,0,0,0,0,0,0,0.185,0,0,0,0.259,0,0,0,0,0,0,0,0.185,0,0,0,0
520,1,0,0,0,0,0,0.179,0,0,0.179,0,0,0,0,0,0,0.179,0,0,0,0.286,0,0,0,0,0,0,0,0.179,0,0,0,0
510,1,0,0,0,0,0,0.172,0,0,0.172,0,0,0,0,0,0,0.172,0,0,0,0.31,0,0,0,0,0,0,0,0.172,0,0,0,0
382,1,0,0,0,0,0,0.167,0,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0.333,0,0,0,0,0,0,0,0.167,0,0,0,0
625,1,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0
238,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0
147,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0
109,0,0,0,0,0,0,0,0,0.308,0,0,0,0,0,0,0.308,0,0,0,0,0.308,0,0,0,0,0,0,0,0,0,0,0.077,0
241,1,0,0.036,0,0,0,0,0,0.321,0,0,0,0,0,0,0.321,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0,0,0
318,1,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0.321,0,0,0,0,0.321,0,0,0,0,0.036,0,0,0,0,0,0,0
166,0,0,0.017,0,0,0,0,0,0.328,0,0,0,0,0,0,0.328,0,0,0,0,0.328,0,0,0,0,0,0,0,0,0,0,0,0
205,1,0,0,0,0,0,0,0,0.328,0,0,0,0,0,0,0.328,0,0,0,0,0.328,0,0,0,0,0.017,0,0,0,0,0,0,0
715,1,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.041,0.24,0.24,0,0,0
780,1,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.07,0.233,0.233,0,0,0
715,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0
442,1,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0.122,0,0.244,0,0,0,0,0,0.024,0,0,0.244,0,0,0,0,0.244
494,1,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0.116,0,0.233,0,0,0,0,0,0.07,0,0,0.233,0,0,0,0,0.233
524,1,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0.111,0,0.222,0,0,0,0,0,0.111,0,0,0.222,0,0,0,0,0.222
580,1,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0.106,0,0.213,0,0,0,0,0,0.149,0,0,0.213,0,0,0,0,0.213
640,1,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0.102,0,0.204,0,0,0,0,0,0.184,0,0,0.204,0,0,0,0,0.204
309,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
571,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25
365,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25
478.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0.235,0,0,0,0,0,0,0,0.235,0.059,0,0.235,0,0,0
481.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0,0.222,0.111,0,0.222,0,0,0
495.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0,0,0,0,0,0,0,0.211,0.158,0,0.211,0,0,0
507.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0
168,0,0,0.08,0,0,0,0.17,0.17,0.08,0.17,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0.08,0,0,0,0.17,0.14,0.08,0.17,0,0,0,0,0,0,0.001,0,0,0,0.349,0,0,0,0,0,0,0.01,0,0.001,0,0,0
178,0,0,0.08,0,0,0,0.17,0.14,0.08,0.17,0,0,0,0,0,0,0.001,0,0,0,0.349,0,0,0,0,0,0,0.01,0,0.001,0,0,0
343,0,0,0.1,0,0,0,0.25,0.08,0,0.15,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0.06,0,0,0,0,0
341,0,0,0.1,0,0,0,0.25,0.08,0,0.15,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0.06,0,0,0,0,0
427.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0
511,0,0,0.057,0,0,0,0.189,0.189,0,0.189,0,0,0,0,0,0.189,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0
553,0,0,0.091,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
622,0,0,0.123,0,0,0,0.175,0.175,0,0.175,0,0,0,0,0,0.175,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0
684,0,0,0.167,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0.07,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0
228,1,0,0.13,0,0,0,0.217,0.217,0,0.217,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0
511,1,0,0.184,0,0,0,0.204,0.204,0,0.204,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0
623,1,0,0.167,0,0,0,0.185,0.185,0,0.185,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0,0.093,0,0,0,0,0
1183,1,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1072,1,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0.167,0,0.167,0.167,0,0,0
704.6,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0.167,0,0.167,0.167,0,0,0
498,0,0,0.231,0,0,0,0.154,0.154,0.154,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0.34,0,0,0,0.17,0.34,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
728,0,0,0.47,0,0,0,0.14,0.15,0.05,0.13,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
604,0,0,0.38,0,0,0,0.11,0.06,0.09,0.31,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
790,0,0,0.36,0,0,0,0.1,0.31,0.06,0.09,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
806,0,0,0.43,0,0,0,0.17,0.15,0,0.14,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
811,0,0,0.47,0,0,0,0.12,0.12,0.05,0.13,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
855,0,0,0.43,0,0,0,0.19,0.19,0,0.11,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
802,0,0,0.39,0,0,0,0.1,0.31,0.05,0.08,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0.47,0,0,0,0.13,0.13,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
857,0,0,0.43,0,0,0,0.2,0.22,0,0.08,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
855,0,0,0.47,0,0,0,0.14,0.19,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
816,0,0,0.43,0,0,0,0.2,0.19,0,0.09,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
811,0,0,0.46,0,0,0,0.14,0.23,0.05,0.07,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
790,0,0,0.44,0,0,0,0.14,0.22,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
855,0,0,0.43,0,0,0,0.19,0.24,0,0.08,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
856,0,0,0.43,0,0,0,0.18,0.24,0,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
859,0,0,0.47,0,0,0,0.14,0.2,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
875,0,0,0.43,0,0,0,0.24,0.22,0,0.05,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
865,0,0,0.43,0,0,0,0.25,0.22,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
868,0,0,0.43,0,0,0,0.24,0.23,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
863,0,0,0.43,0,0,0,0.23,0.21,0,0.08,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
843,0,0,0.47,0,0,0,0.12,0.2,0.05,0.11,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
794,0,0,0.43,0,0,0,0.15,0.17,0.05,0.14,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
783,0,0,0.42,0,0,0,0.1,0.3,0.05,0.07,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
797,0,0,0.47,0,0,0,0.11,0.22,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
805,0,0,0.47,0,0,0,0.13,0.2,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0.29,0,0,0,0.22,0.34,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
749,0,0,0.47,0,0,0,0.07,0.16,0.09,0.16,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0.43,0,0,0,0.14,0.21,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
849,0,0,0.47,0,0,0,0.18,0.15,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
883,1,0,0.47,0,0,0,0.2,0.18,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
864,0,0,0.43,0,0,0,0.18,0.2,0,0.12,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
841,0,0,0.47,0,0,0,0.17,0.16,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
840,0,0,0.46,0,0,0,0.21,0.18,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
882,0,0,0.43,0,0,0,0.22,0.22,0,0.08,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
883,1,0,0.43,0,0,0,0.22,0.23,0,0.07,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0.43,0,0,0,0.2,0.21,0,0.09,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
848,0,0,0.43,0,0,0,0.22,0.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
878,0,0,0.47,0,0,0,0.19,0.19,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
782,0,0,0.43,0,0,0,0.29,0.18,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
741,1,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0.01,0.13,0.12,0,0,0,0
672,1,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0
666,1,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0
667,1,0,0.2,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0
434,1,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0.286,0,0,0,0.143,0,0,0,0,0,0,0.286,0,0,0
510,1,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0.256,0,0,0,0.128,0,0,0,0.051,0,0,0.256,0,0,0
558,1,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0.233,0,0,0,0.116,0,0,0,0.093,0,0,0.233,0,0,0
583,1,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0.111,0,0,0,0.111,0,0,0.222,0,0,0
615,1,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0.213,0,0,0,0.106,0,0,0,0.128,0,0,0.213,0,0,0
605.5,1,0,0.3,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.033,0,0,0,0,0
641.7,1,0,0.25,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.083,0,0,0,0,0
639.6,1,0,0.2,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.133,0,0,0,0,0
856.9,1,0,0.133,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.2,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.333
244,0,0,0,0,0,0,0.238,0.238,0,0.238,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0.048,0,0,0
357.9,1,0,0,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0.111,0,0,0
826,1,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
792,1,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
699,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0
107,0,0,0.062,0,0,0,0,0.208,0.104,0.208,0,0,0,0,0,0,0,0,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0.07,0,0,0,0,0
197,0,0,0,0,0,0,0.116,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0,0.07,0,0,0,0,0
335,0,0,0,0,0,0,0,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,0,0,0,0.07,0,0,0,0,0
338.3,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.222,0,0,0,0.222
332.4,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0.421,0.211,0,0,0,0.211
322.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0.2
318.9,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0.381,0.19,0,0,0,0.19
310.4,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0.364,0.182,0,0,0,0.182
398,1,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
