Index,Composition,Phases present,Hardness (HVN),IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
1427,CoCr0.588Fe0.176Mo0.176Ni,FCC,,0,0,0,0,0,0,0.34,0.2,0,0.06,0,0,0,0,0,0,0.06,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0
1428,CrCuFeMnNi,Other,,1,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1429,CrMoNbTaVW,BCC+Laves+Sec.,1072,1,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0.167,0,0.167,0.167,0,0,0
1430,CrMoNbTaVW,,704.6,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0.167,0,0.167,0.167,0,0,0
1431,AlCo0.667Cr0.667Cu0.667Fe0.667Ni0.667,FCC+BCC,498,0,0,0.231,0,0,0,0.154,0.154,0.154,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
1432,CoNiV,,,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0.333,0,0,0,0
1433,Al0.544C0.001Co0.69FeNi0.69,B2+L12,,1,0,0.186,0,0,0,0.236,0,0,0.342,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,0,0,0,0,0,0,0,0,0
1434,Co0.5Cr0.5FeNi,FCC,,0,0,0,0,0,0,0.167,0.167,0,0.333,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
1435,Co0.875Cr0.625FeNi,FCC,,0,0,0,0,0,0,0.25,0.179,0,0.286,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0
1436,CoCr0.556Fe0.667Ni0.667,FCC,,0,0,0,0,0,0,0.346,0.192,0,0.231,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0
1437,CoCr0.455Fe0.364Ni0.364,FCC+HCP,,0,0,0,0,0,0,0.458,0.208,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1438,CoCr0.385Fe0.154Ni0.154,FCC+HCP,,0,0,0,0,0,0,0.591,0.227,0,0.091,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0
1439,HfNbTiZr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25
1440,CoCrFeMnNi,,,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1441,CoCrFeNi,,,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1442,CoFeNi,,,0,0,0,0,0,0,0.333,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
1443,CoCrNi,,,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
1444,AlCo0.5CrFe0.147Ni0.294,,699,0,0,0.34,0,0,0,0.17,0.34,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1445,AlCo0.298Cr0.319Cu0.106Fe0.277Ni0.128,,728,0,0,0.47,0,0,0,0.14,0.15,0.05,0.13,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1446,AlCo0.289Cr0.158Cu0.237Fe0.816Ni0.132,,604,0,0,0.38,0,0,0,0.11,0.06,0.09,0.31,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1447,AlCo0.278Cr0.861Cu0.167Fe0.25Ni0.222,,790,0,0,0.36,0,0,0,0.1,0.31,0.06,0.09,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
1448,AlCo0.395Cr0.349Fe0.326Ni0.256,,806,0,0,0.43,0,0,0,0.17,0.15,0,0.14,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
1449,AlCo0.255Cr0.255Cu0.106Fe0.277Ni0.234,,811,0,0,0.47,0,0,0,0.12,0.12,0.05,0.13,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
1450,AlCo0.442Cr0.442Fe0.256Ni0.186,,855,0,0,0.43,0,0,0,0.19,0.19,0,0.11,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
1451,AlCo0.256Cr0.795Cu0.128Fe0.205Ni0.179,,802,0,0,0.39,0,0,0,0.1,0.31,0.05,0.08,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
1452,AlCo0.277Cr0.277Cu0.106Fe0.255Ni0.213,,799,0,0,0.47,0,0,0,0.13,0.13,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1453,AlCo0.465Cr0.512Fe0.186Ni0.163,,857,0,0,0.43,0,0,0,0.2,0.22,0,0.08,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
1454,AlCo0.298Cr0.404Cu0.106Fe0.213Ni0.106,,855,0,0,0.47,0,0,0,0.14,0.19,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1455,AlCo0.465Cr0.442Fe0.209Ni0.209,,816,0,0,0.43,0,0,0,0.2,0.19,0,0.09,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
1456,AlCo0.304Cr0.5Cu0.109Fe0.152Ni0.109,,811,0,0,0.46,0,0,0,0.14,0.23,0.05,0.07,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1457,AlCo0.318Cr0.5Cu0.114Fe0.205Ni0.136,,790,0,0,0.44,0,0,0,0.14,0.22,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1458,AlCo0.442Cr0.558Fe0.186Ni0.14,,855,0,0,0.43,0,0,0,0.19,0.24,0,0.08,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1459,AlCo0.419Cr0.558Fe0.233Ni0.116,,856,0,0,0.43,0,0,0,0.18,0.24,0,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1460,AlCo0.298Cr0.426Cu0.106Fe0.191Ni0.106,,859,0,0,0.47,0,0,0,0.14,0.2,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1461,AlCo0.558Cr0.512Fe0.116Ni0.14,,875,0,0,0.43,0,0,0,0.24,0.22,0,0.05,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1462,AlCo0.581Cr0.512Fe0.116Ni0.116,,865,0,0,0.43,0,0,0,0.25,0.22,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1463,AlCo0.558Cr0.535Fe0.116Ni0.116,,868,0,0,0.43,0,0,0,0.24,0.23,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1464,AlCo0.535Cr0.488Fe0.186Ni0.116,,863,0,0,0.43,0,0,0,0.23,0.21,0,0.08,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1465,AlCo0.255Cr0.426Cu0.106Fe0.234Ni0.106,,843,0,0,0.47,0,0,0,0.12,0.2,0.05,0.11,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1466,AlCo0.349Cr0.395Cu0.116Fe0.326Ni0.14,,794,0,0,0.43,0,0,0,0.15,0.17,0.05,0.14,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1467,AlCo0.238Cr0.714Cu0.119Fe0.167Ni0.143,,783,0,0,0.42,0,0,0,0.1,0.3,0.05,0.07,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1468,AlCo0.234Cr0.468Cu0.106Fe0.213Ni0.106,,797,0,0,0.47,0,0,0,0.11,0.22,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1469,AlCo0.277Cr0.426Cu0.106Fe0.213Ni0.106,,805,0,0,0.47,0,0,0,0.13,0.2,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1470,Al0.853Co0.647CrFe0.147Ni0.294,,699,0,0,0.29,0,0,0,0.22,0.34,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1471,AlCo0.149Cr0.34Cu0.191Fe0.34Ni0.106,,749,0,0,0.47,0,0,0,0.07,0.16,0.09,0.16,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1472,AlCo0.326Cr0.488Cu0.116Fe0.279Ni0.116,,828,0,0,0.43,0,0,0,0.14,0.21,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1473,AlCo0.383Cr0.319Cu0.106Fe0.213Ni0.106,,849,0,0,0.47,0,0,0,0.18,0.15,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1474,AlCo0.426Cr0.383Cu0.106Fe0.106Ni0.106,BCC+B2,883,1,0,0.47,0,0,0,0.2,0.18,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1475,AlCo0.419Cr0.465Fe0.279Ni0.163,,864,0,0,0.43,0,0,0,0.18,0.2,0,0.12,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
1476,AlCo0.362Cr0.34Cu0.106Fe0.213Ni0.106,,841,0,0,0.47,0,0,0,0.17,0.16,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1477,AlCo0.457Cr0.391Cu0.109Fe0.109Ni0.109,,840,0,0,0.46,0,0,0,0.21,0.18,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1478,AlCo0.512Cr0.512Fe0.186Ni0.116,,882,0,0,0.43,0,0,0,0.22,0.22,0,0.08,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1479,AlCo0.512Cr0.535Fe0.163Ni0.116,BCC+B2,883,1,0,0.43,0,0,0,0.22,0.23,0,0.07,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1480,AlCo0.465Cr0.488Fe0.209Ni0.163,,828,0,0,0.43,0,0,0,0.2,0.21,0,0.09,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
1481,AlCo0.512Cr0.581Fe0.116Ni0.116,,848,0,0,0.43,0,0,0,0.22,0.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1482,AlCo0.404Cr0.404Cu0.106Fe0.106Ni0.106,,878,0,0,0.47,0,0,0,0.19,0.19,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1483,AlCo0.674Cr0.419Fe0.116Ni0.116,,782,0,0,0.43,0,0,0,0.29,0.18,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1484,Co0.986Cr0.952Fe0.933Mn0.914Ni,BCC,,0,0,0,0,0,0,0.206,0.199,0,0.195,0,0,0,0,0,0.191,0,0,0,0,0.209,0,0,0,0,0,0,0,0,0,0,0,0
1485,MoNbTaVW,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0
1486,MoNbTaW,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0
1487,MoNbTi,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0
1488,NbTa0.3TiZr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0.091,0.303,0,0,0,0,0.303
1489,NbTiZr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.333
1490,Al0.24NbTiVZr,BCC+Laves,,1,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,0,0,0,0,0,0.236,0.236,0,0,0,0.236
1491,CrNb0.333Ti0.333Zr0.333,BCC+Laves,,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0.167
1492,MoNbTiVZr,BCC+Laves,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2
1493,NbRe0.3TiZr,BCC+Laves,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0.091,0,0,0,0,0.303,0,0,0,0,0.303
1494,NbTaTiVZr,BCC+BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2
1495,CoCrNi,,,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
1496,Cr0.286Mo0.476NbTa0.024Ti0.31V0.286,BCC+Sec.,741,1,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0.01,0.13,0.12,0,0,0,0
1497,CoCr0.053Ni,FCC,,0,0,0,0,0,0,0.487,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0,0,0,0,0,0,0,0,0,0,0,0
1498,CoCr0.25Ni,FCC,,0,0,0,0,0,0,0.444,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0
1499,Co0.25CrNi,FCC,,0,0,0,0,0,0,0.111,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0
1500,AlCoNiTi,BCC+B2,672,1,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0
1501,AlFeNiTi,BCC+B2,666,1,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0
1502,AlCoFeNiTi,BCC+B2,667,1,0,0.2,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0
1503,AlCrCuFeNi,FCC+BCC+B2,434,1,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1504,Co0.5Fe0.5Mo0.1NiV0.25,FCC,,0,0,0,0,0,0,0.213,0,0,0.213,0,0,0,0,0,0,0.043,0,0,0,0.426,0,0,0,0,0,0,0,0.106,0,0,0,0
1505,Co0.318Cr0.227FeMo0.091Ni0.182,FCC+Sec.,,1,0,0,0,0,0,0.175,0.125,0,0.55,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1506,Co0.327Cr0.227FeMo0.136Ni0.127,FCC+Sec.,,1,0,0,0,0,0,0.18,0.125,0,0.55,0,0,0,0,0,0,0.075,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
1507,CoCrFeMnNi,FCC,,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1508,MoNbRe0.5W,BCC,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0.286,0,0,0,0.143,0,0,0,0,0,0,0.286,0,0,0
1509,C0.2MoNbRe0.5Ta0.2W,BCC+Sec.,510,1,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0.256,0,0,0,0.128,0,0,0,0.051,0,0,0.256,0,0,0
1510,C0.4MoNbRe0.5Ta0.4W,BCC+Sec.,558,1,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0.233,0,0,0,0.116,0,0,0,0.093,0,0,0.233,0,0,0
1511,C0.5MoNbRe0.5Ta0.5W,BCC+Sec.,583,1,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0.111,0,0,0,0.111,0,0,0.222,0,0,0
1512,C0.6MoNbRe0.5Ta0.6W,BCC+Sec.,615,1,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0.213,0,0,0,0.106,0,0,0,0.128,0,0,0.213,0,0,0
1513,Co0.286Cr0.429FeMn0.143Ni0.714V0.286,FCC,,0,0,0,0,0,0,0.1,0.15,0,0.35,0,0,0,0,0,0.05,0,0,0,0,0.25,0,0,0,0,0,0,0,0.1,0,0,0,0
1514,AlCo0.556Cr0.556Fe0.556Ni0.556Ti0.111,BCC+B2,605.5,1,0,0.3,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.033,0,0,0,0,0
1515,AlCo0.667Cr0.667Fe0.667Ni0.667Ti0.333,BCC+B2,641.7,1,0,0.25,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.083,0,0,0,0,0
1516,AlCo0.833Cr0.833Fe0.833Ni0.833Ti0.667,BCC+B2,639.6,1,0,0.2,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.133,0,0,0,0,0
1517,Al0.667Co0.833Cr0.833Fe0.833Ni0.833Ti,BCC+B2+Laves,856.9,1,0,0.133,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.2,0,0,0,0,0
1518,AlCoCrFeNi,,,0,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1519,Al0.8CoCrFeNiTi0.2,,,0,0,0.16,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.04,0,0,0,0,0
1520,Al0.5CoCrFeNiTi0.5,,,0,0,0.1,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0
1521,AlCoCuFeNi,,,0,0,0.2,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1522,AlCoCrCuFeNi,,,0,0,0.167,0,0,0,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1523,AlCoCuFeNiTi,,,0,0,0.167,0,0,0,0.167,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0,0
1524,AlCoCrCuFeNiTi,,,0,0,0.143,0,0,0,0.143,0.143,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0.143,0,0,0,0,0
1525,AlCrFeNi,,,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1526,AlCo0.25CrFeNi,,,0,0,0.235,0,0,0,0.059,0.235,0,0.235,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0
1527,AlCo0.5CrFeNi,,,0,0,0.222,0,0,0,0.111,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
1528,AlCo0.75CrFeNi,,,0,0,0.211,0,0,0,0.158,0.211,0,0.211,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0
1529,CoCrFeMn,,,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,AlCoCrFeNi,FCC+BCC,,0,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1531,HfNbTaTiWZr,BCC+Laves,,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0.167,0.167,0,0.167,0,0,0.167
1532,HfMoNbTaTiWZr,BCC+Laves,,1,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0.143,0,0.143,0,0,0,0,0,0,0,0.143,0.143,0,0.143,0,0,0.143
1533,NbTiZr,BCC,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.333
1534,NbTiZr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.333
1535,HfNbTiZr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25
1536,CoCrFeNiW0.2,FCC,244,0,0,0,0,0,0,0.238,0.238,0,0.238,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0.048,0,0,0
1537,CoCrFeNiW0.5,FCC+Sec.,357.9,1,0,0,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0.111,0,0,0
1538,CrFeMoNbV,BCC+Laves,826,1,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
1539,CrFeMoNbTi,BCC+Laves,792,1,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
1540,FeMoNbTiV,BCC+B2,699,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0
1541,Al0.15Cr0.5Cu0.25Fe0.5Ni,FCC,107,0,0,0.062,0,0,0,0,0.208,0.104,0.208,0,0,0,0,0,0,0,0,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0
1542,CoCrFeNiTi0.3,FCC,263,0,0,0,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0.07,0,0,0,0,0
1543,Co0.333Cr0.667Fe0.667NiTi0.2,FCC,197,0,0,0,0,0,0,0.116,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0,0.07,0,0,0,0,0
1544,Cr0.5Fe0.5NiTi0.15,FCC,335,0,0,0,0,0,0,0,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,0,0,0,0.07,0,0,0,0,0
1545,NbTaTi,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0
1546,AlNbTaTi,BCC,,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0
1547,MoNbTaTi,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0
1548,NbTaTiW,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0
1549,HfNbTaTi,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0
1550,CrMoNbTi,BCC,,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
1551,CrMoTaTi,BCC+Laves,,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0
1552,Hf0.25TiV0.5Zr0.5,BCC,338.3,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.222,0,0,0,0.222
1553,Hf0.25Nb0.125TiV0.5Zr0.5,BCC,332.4,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0.421,0.211,0,0,0,0.211
1554,Hf0.25Nb0.25TiV0.5Zr0.5,BCC,322.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0.2
1555,Hf0.25Nb0.375TiV0.5Zr0.5,BCC,318.9,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0.381,0.19,0,0,0,0.19
1556,Hf0.25Nb0.5TiV0.5Zr0.5,BCC,310.4,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0.364,0.182,0,0,0,0.182
1557,CrCuFeMnNi,Other,398,1,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1558,Co0.476Cr0.476Fe0.476Nb0.095Ni,FCC+Laves,,1,0,0,0,0,0,0.189,0.189,0,0.189,0,0,0,0,0,0,0,0,0.038,0,0.396,0,0,0,0,0,0,0,0,0,0,0,0
1559,Co0.476Cr0.476Fe0.476Nb0.19Ni,FCC+Laves,,1,0,0,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0.073,0,0.382,0,0,0,0,0,0,0,0,0,0,0,0
